COMPENSATION_ID,PERIOD_START,PERIOD_END,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_MIDDLE_INITIAL,LOBBYIST_LAST_NAME,COMPENSATION_TO_OTHERS_EXPENSE,OFFICE_EXPENSE,PERSONAL_SUSTENANCE_EXPENSE,PUBLIC_EDUCATION_EXPENSE,OTHER_EXPENSES,TOTAL_EXPENSES,CLIENT_ID,CLIENT_NAME,CREATED_DATE
3811264478,04/01/2017,06/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,748398497,JOSE NUNEZ & MAYRA MENDOZA,07/20/2017
842942143,07/01/2019,09/30/2019,8961,GLEN,,GRIMM,0.00,0.00,0.00,0.00,0.00,21.37,1656644392,"EXELON GENERATION COMPANY, LLC",10/14/2019
3698430049,07/01/2018,09/30/2018,22022,AMY,,WAGGONER,0.00,0.00,250.00,0.00,0.00,250.00,2443859504,SALESFORCE,10/16/2018
44639587,04/01/2019,06/30/2019,3836,JOHN,A,DOERRER,0.00,104.00,0.00,0.00,104.00,104.00,3002606964,HEXAGON SI,07/09/2019
3930979750,04/01/2018,06/30/2018,4333,CLINT,V,BROWN,0.00,80.00,0.00,0.00,80.00,80.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,06/29/2018
2484680589,04/01/2014,06/30/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,75.00,932645636,MICHIGAN WACKER ASSOCIATES,07/31/2014
3912167764,04/01/2017,06/30/2017,19002,NICK,,FTIKAS,0.00,150.00,0.00,0.00,150.00,150.00,2078902546,MICHAEL LERNER 1741 N WESTERN AVE ACQUISITIONS LLC,10/20/2017
527130126,01/01/2018,03/31/2018,16561,PRASHANTHI,,RAMAN,0.00,0.00,150.00,0.00,0.00,170.00,3840922667,"LYFT, INC.",04/17/2018
2586103377,07/01/2019,09/30/2019,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,50.00,0.00,50.00,3445752701,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO (ECA),10/01/2019
352261619,04/01/2023,06/30/2023,28081,LIAM,T.,FORD,0.00,260.00,0.00,0.00,260.00,260.00,2489617297,IGNATIAN MISSION CENTER,07/16/2023
3293963373,04/01/2023,06/30/2023,3996,DONOVAN,W,PEPPER,15000.00,0.00,200.00,0.00,0.00,15300.00,1137261277,WALGREEN CO.,07/17/2023
1594962389,01/01/2014,03/31/2014,6848,PAUL,,CHATALAS,0.00,0.00,0.00,20.00,0.00,20.00,2810535695,"US BANCORP INVESTMENTS, INC",04/14/2014
175063562,01/01/2023,03/31/2023,10921,WILLIAM,,O'DONAGHUE,0.00,0.00,0.00,0.00,0.00,75.00,1294510240,"ICBG, INC.",01/17/2024
1309691859,04/01/2017,06/30/2017,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,3715303625,"BRITE LOGISTICS, INC.",09/11/2017
1728260083,07/01/2019,09/30/2019,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,100.00,4205988690,STATEWAY ASSOCIATES LLC,01/03/2020
905734401,01/01/2014,03/31/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,80.65,3362935884,LG DEVELOPMENT GROUP,07/31/2014
268867120,04/01/2014,06/30/2014,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,250.00,1058482006,ROSENWALD COURT APARTMENTS,01/12/2015
3565351391,04/01/2014,06/30/2014,4371,JESSICA,M,SCHRAMM,0.00,0.00,0.00,0.00,0.00,8.24,2060234330,MIDDLEFORK DEVELOPMENT LLC,07/31/2014
334870916,07/01/2019,09/30/2019,23521,ALEXANDER,,LAIOS,0.00,0.00,76.00,0.00,0.00,76.00,125083315,CITIGROUP GLOBAL MARKETS INC.,10/10/2019
2388705699,04/01/2015,06/30/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,350.00,4236731219,NEW CHINATOWN REAL ESTATE,12/10/2015
2317688852,10/01/2015,12/31/2015,5127,PAT,,DOERR,100.00,168.00,0.00,50.00,168.00,468.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,01/20/2016
3181330571,04/01/2023,06/30/2023,26862,JENNIFER,,KOEHLER,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/17/2023
3181330571,04/01/2023,06/30/2023,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/17/2023
227961345,04/01/2018,06/30/2018,20501,MICHAEL,A.,FITZPATRICK,0.00,0.00,537.75,0.00,0.00,537.75,1071129644,GENERAL ELECTRIC COMPANY,07/17/2018
224498770,01/01/2019,03/31/2019,15601,WILLIAM,,GLUNZ,0.00,0.00,54.00,0.00,0.00,54.00,2148425495,AMERICAN AIRLINES,04/02/2019
2463918923,04/01/2015,06/30/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,40.00,0.00,0.00,40.00,1640890452,"NM PROJECT COMPANY, LLC",01/27/2016
309994298,07/01/2018,09/30/2018,15261,FRANK,C,BOSCO,0.00,0.00,1034.13,0.00,0.00,1040.63,1570551163,THERMO FISHER SCIENTIFIC,10/22/2018
3178963265,10/01/2022,12/31/2022,25760,GERALD,,GARCIA,0.00,75.00,0.00,0.00,75.00,75.00,1218995930,BARTOSZ LENKOWSKI,01/19/2023
3241828942,01/01/2014,03/31/2014,9082,JOSEPH,E,PILEWSKI,0.00,161.00,142.04,0.00,161.00,303.04,1349127361,LORETTO HOSPITAL,04/16/2014
2950950137,10/01/2017,12/31/2017,4228,NEAL,H.,ATTERMANN,0.00,0.00,1675.33,0.00,0.00,1675.33,344985367,CITIGROUP GLOBAL MARKETS INC.,01/06/2018
3528369454,07/01/2014,09/30/2014,9802,SHARNETTE,,BROWN,0.00,0.00,0.00,0.00,0.00,225.00,569353699,G&A CONSTRUCTION,10/14/2014
262343057,07/01/2018,09/30/2018,21381,TIM,,ALBORG,0.00,0.00,225.12,0.00,0.00,225.12,205563795,"ZAGSTER, INC.",09/27/2018
2796280533,07/01/2017,09/30/2017,12641,JON,,ROSENBLATT,0.00,0.00,664.74,950.00,0.00,1614.74,2390894135,INTERNATIONAL CODE COUNCI,09/29/2017
3178963265,10/01/2022,12/31/2022,25760,GERALD,,GARCIA,0.00,75.00,0.00,0.00,75.00,75.00,282754072,LISA DUARTE,01/19/2023
3481004344,04/01/2015,06/30/2015,4360,LEWIS,,MILLER,0.00,8.00,111.84,0.00,8.00,119.84,4117277579,"XEROX BUSINESS SERVICES, LLC",07/20/2015
210901155,01/01/2016,03/31/2016,13322,SIMON,,WLODARSKI,0.00,16.45,0.00,0.00,16.45,16.45,2123248990,BANK OF AMERICA CORPORATION,04/11/2016
3371787399,10/01/2022,12/31/2022,20566,COLLIN,,TEAGUE,0.00,0.00,527.24,0.00,0.00,527.24,2044198427,MORGAN STANLEY & CO. LLC,01/18/2023
862839747,01/01/2015,03/31/2015,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,75.00,2168907664,JEWISH CHILD & FAMILY SERVICES / JVS CHICAGO,04/20/2015
1016506127,04/01/2017,06/30/2017,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/18/2017
1604123305,10/01/2022,12/31/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,70.85,2172834943,MATT TARSHIS,01/19/2023
247740297,01/01/2014,03/31/2014,3943,EDWARD,W,FELDMAN,0.00,0.00,0.00,0.00,0.00,527.51,3731931673,YELLOW GROUP LLC,01/16/2015
1227655417,07/01/2016,09/30/2016,6961,SARAH,,CALDER,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,10/12/2016
1397517662,10/01/2022,12/31/2022,26441,STEVEN,,POTVIN,0.00,0.00,1300.00,0.00,0.00,1300.00,1106971271,"SALESFORCE.COM, INC.",01/19/2023
3528369454,07/01/2014,09/30/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,225.00,2168907664,JEWISH CHILD & FAMILY SERVICES / JVS CHICAGO,10/07/2014
4243770645,07/01/2018,09/30/2018,8161,WILLIAM,S.,SINGER,0.00,0.00,10000.00,0.00,0.00,10000.00,2928191426,BELGRAVIA GROUP,04/12/2019
3552398797,04/01/2018,06/30/2018,21341,STEVEN,,LITTLE,0.00,0.00,340.22,0.00,0.00,340.22,2786561191,"CITIGROUP WASHINGTON, INC.",07/18/2018
517506052,10/01/2022,12/31/2022,25760,GERALD,,GARCIA,0.00,150.00,0.00,0.00,150.00,150.00,3126069397,GELACIO RIVAS,01/19/2023
442408130,04/01/2018,06/30/2018,16021,ZACK,,KARTAK,0.00,0.00,69.14,0.00,0.00,69.14,329021446,TARGET CORPORATION,07/16/2018
4139138613,10/01/2022,12/31/2022,6082,ELIZABETH,,KREGOR,0.00,160.00,0.00,0.00,160.00,160.00,3938899747,INSTITUTE FOR JUSTICE,01/19/2023
4004087110,07/01/2017,09/30/2017,14301,MICHAEL,T,DEBONVILLE,0.00,53.28,1117.24,0.00,53.28,1170.52,3251800802,"CAR2GO N.A., LLC",10/18/2017
3302529949,04/01/2017,06/30/2017,15601,WILLIAM,,GLUNZ,0.00,0.00,34.00,0.00,0.00,34.00,2148425495,AMERICAN AIRLINES,07/10/2017
3454292582,10/01/2022,12/31/2022,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,56.88,4178833200,"MONTROSE ONE, LLC",01/19/2023
2536703641,04/01/2023,06/30/2023,15261,FRANK,C,BOSCO,0.00,0.00,454.00,0.00,0.00,454.00,1570551163,THERMO FISHER SCIENTIFIC,07/17/2023
2369629358,10/01/2015,12/31/2015,9081,G. A.,,FINCH,0.00,0.00,0.00,0.00,0.00,75.00,4035373396,LEONARD LOVENTHAL,01/03/2016
2974788940,01/01/2018,03/31/2018,6561,RICHARD,,TOTH,85.21,0.00,0.00,0.00,0.00,87.71,1414890232,DAN MARK,10/10/2018
1146995156,07/01/2015,09/30/2015,4189,SCOTT,A,REMILLARD,0.00,0.00,2112.00,0.00,0.00,2112.00,3323343754,SAAB SENSIS CORPORATION,10/19/2015
378285689,10/01/2022,12/31/2022,25500,AMY,,MASTERS,0.00,0.00,150.00,0.00,0.00,150.00,2052982223,BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO (BOMA/CHICAGO),01/20/2023
3912167764,04/01/2017,06/30/2017,19002,NICK,,FTIKAS,0.00,150.00,0.00,0.00,150.00,150.00,3488445977,MICHAEL LERNER C/O ABERDEEN ACQUISITIONS II LLC,07/20/2017
1320008253,04/01/2019,06/30/2019,14301,MICHAEL,T,DEBONVILLE,0.00,0.00,401.84,0.00,0.00,401.84,3251800802,"CAR2GO N.A., LLC",01/13/2020
3477087698,10/01/2022,12/31/2022,24063,ALEXANDRA,,SIMS,2000.00,0.00,0.00,0.00,0.00,2500.00,3993013958,VERIZON WIRELESS,01/22/2023
2425861759,07/01/2021,09/30/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,75.26,0.00,75.26,2336530498,PROGRESO PROPERTIES LLC - 4132 SERIES,01/11/2022
3969242373,07/01/2017,09/30/2017,18201,MICHAEL,,VALO,0.00,0.00,183.88,0.00,0.00,183.88,70827953,THE HUNTINGTON INVESTMENT COMPANY,10/18/2017
2542591109,10/01/2017,12/31/2017,4094,DANIELLE,,CASSEL,0.00,300.00,0.00,0.00,300.00,300.00,3540106847,"CORNERSTONE INVESTMENT GROUP, INC.",01/10/2018
1127105929,10/01/2015,12/31/2015,4195,TIMOTHY,K.,HINCHMAN,0.00,0.00,0.00,0.00,0.00,82.94,2417311969,MCDONALD'S CORPORATION,01/05/2016
3811264478,04/01/2017,06/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,4106615743,1540 NORTH PARK LLC C/O BART PRZYJEMSKI,07/20/2017
2134280966,01/01/2021,03/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,75.00,0.00,123.31,2749431627,3015 N SOUTHPORT LLC,01/11/2022
3725815144,01/01/2018,03/31/2018,20042,ROBERT,L,GREENEBAUM,0.00,375.00,0.00,0.00,375.00,375.00,1690261463,SATIS&FY LLC,06/11/2018
1016506127,04/01/2017,06/30/2017,10821,JAMES,R,WATSON,0.00,0.00,0.00,0.00,0.00,250.00,3617168447,ILLINOIS PETROLEUM COUNCIL,07/01/2017
809581425,10/01/2016,12/31/2016,3836,JOHN,A,DOERRER,0.00,148.00,0.00,0.00,148.00,148.00,3208038596,IPT LLC,01/04/2017
4250448374,10/01/2021,12/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,300.00,0.00,479.66,3879465587,"GALIO, INC.",01/11/2022
540604973,10/01/2023,12/31/2023,24221,KELLY,,EICKENHORST,0.00,0.00,439.00,0.00,0.00,439.00,2992711528,AMERICAN AIRLINES,01/17/2024
2505216524,07/01/2021,09/30/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,150.00,0.00,150.00,4151769559,OHS PROPERTIES LP,01/11/2022
4224513051,04/01/2016,06/30/2016,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/15/2016
2257374049,07/01/2018,09/30/2018,20566,COLLIN,,TEAGUE,0.00,0.00,886.11,0.00,0.00,886.11,440575613,"MERRILL LYNCH, PIERCE, FENNER & SMITH, INC.",10/17/2018
787784491,07/01/2015,09/30/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,30.00,0.00,0.00,30.00,1043907293,"CUBESMART, LP",01/27/2016
1047451335,10/01/2023,12/31/2023,28581,SHAWN,G.,GOLDEN,0.00,0.00,112.83,0.00,0.00,112.83,2037831157,VERRA MOBILITY CORPORATION,01/17/2024
3181330571,04/01/2023,06/30/2023,15501,DAVID,M.,GROSS,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/17/2023
870625915,01/01/2021,03/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,405.00,0.00,405.00,3388572819,DOOR 24 WINE LLC,01/11/2022
2647080726,07/01/2014,09/30/2014,4371,JESSICA,M,SCHRAMM,0.00,0.00,0.00,0.00,0.00,107.40,3547969619,"SAIKIA, MELISSA & NAM, ELLIS",10/09/2014
2243976198,10/01/2021,12/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,31.56,3192097349,LAGO DULCE LLC,01/11/2022
3234831666,01/01/2015,03/31/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,275.00,2383919378,SOUTH STREET CAPITAL,12/10/2015
23626591,01/01/2023,03/31/2023,10921,WILLIAM,,O'DONAGHUE,0.00,0.00,0.00,0.00,0.00,106.98,4020711742,941 W LAWRENCE VENTURES LLC,01/17/2024
1171673312,10/01/2019,12/31/2019,15261,FRANK,C,BOSCO,0.00,0.00,893.97,0.00,0.00,893.97,1570551163,THERMO FISHER SCIENTIFIC,01/17/2020
2729206583,10/01/2015,12/31/2015,3752,MITCHELL,A,CARRELL,0.00,0.00,15.00,0.00,0.00,30.00,1666535431,"OPTIMA CENTER CHICAGO II, LLC",01/27/2016
1803056556,10/01/2014,12/31/2014,4316,BERNARD,I,CITRON,0.00,0.00,0.00,0.00,0.00,346.30,1609897839,"LEXINGTON HOMES, LLC",01/15/2015
49462939,01/01/2017,03/31/2017,15601,WILLIAM,,GLUNZ,0.00,0.00,85.00,0.00,0.00,121.43,2148425495,AMERICAN AIRLINES,04/20/2017
2947467777,04/01/2018,06/30/2018,13381,MARK,,SOMERS,0.00,0.00,914.99,0.00,0.00,914.99,3822216899,GOLDMAN SACHS & CO. LLC,07/18/2018
45197458,10/01/2017,12/31/2017,19801,ANDREW,,WILSON,0.00,0.00,150.00,0.00,0.00,150.00,2771976042,KROMEK EV PRODUCTS,01/10/2018
3819923802,10/01/2019,12/31/2019,22203,JIM,,LAZARSKI,0.00,0.00,103.31,0.00,0.00,103.31,413645007,CONDUENT INCORPORATED,01/17/2020
2931651169,07/01/2014,09/30/2014,4825,JEFFREY,,SCRUGGS,0.00,0.00,568.19,0.00,0.00,568.19,1588753313,"GOLDMAN, SACHS & CO",10/17/2014
368711169,04/01/2014,06/30/2014,9541,BROOKE,,FALLON,0.00,0.00,0.00,16.91,0.00,16.91,3938899747,INSTITUTE FOR JUSTICE,07/21/2014
1780833049,01/01/2016,03/31/2016,13341,LYNN,,COLE,0.00,0.00,406.44,0.00,0.00,406.44,3780110441,GOOGLE INC.,05/18/2016
2106775993,07/01/2017,09/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,2518939437,KIKI KALABOGIAS & LEONDAS BAIRAKTARIS,10/20/2017
4104612797,10/01/2017,12/31/2017,6523,JOSH,A,MOSKOWITZ,0.00,0.00,357.00,0.00,0.00,357.00,764012316,CAR2GO N.A. LLC,01/16/2018
1550352660,10/01/2023,12/31/2023,16801,YUHONG,A,ZHANG,0.00,0.00,1205.93,0.00,0.00,1205.93,2992711528,AMERICAN AIRLINES,01/17/2024
1139665933,10/01/2018,12/31/2018,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,1537371615,CROWN CASTLE NG CENTRAL LLC,01/11/2019
1058061756,01/01/2014,03/31/2014,3836,JOHN,A,DOERRER,0.00,200.00,0.00,0.00,200.00,200.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,07/03/2014
1139665933,10/01/2018,12/31/2018,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,75.00,1675041101,NORTHERN TRUST CORPORATION,01/11/2019
728208710,04/01/2021,06/30/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,2065.38,1209713829,ELAM INDUSTRIES LLC,01/11/2022
3722689557,07/01/2018,09/30/2018,3996,DONOVAN,W,PEPPER,15000.00,0.00,200.00,0.00,0.00,15300.00,635215541,WALGREEN CO.,10/19/2018
1911609715,04/01/2017,06/30/2017,4825,JEFFREY,,SCRUGGS,0.00,0.00,1902.54,0.00,0.00,1902.54,3822216899,GOLDMAN SACHS & CO. LLC,07/19/2017
2778787646,07/01/2019,09/30/2019,9082,JOSEPH,E,PILEWSKI,0.00,0.00,25.85,0.00,0.00,25.85,2806544094,LAKESHORE BEVERAGE,11/01/2019
668308177,04/01/2018,06/30/2018,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,247.00,1541496536,"MICHAEL TADIN, JR.",01/08/2019
3576717255,01/01/2018,03/31/2018,3836,JOHN,A,DOERRER,0.00,254.00,0.00,0.00,254.00,254.00,2336378373,CHICAGO RETAIL MERCHANTS ASSOC.,07/02/2018
1531550190,01/01/2018,03/31/2018,3782,MARA,S,GEORGES,160.00,0.00,0.00,0.00,0.00,164.10,3588165251,JAMES MCHUGH CONSTRUCTION CO.,01/08/2019
3548383595,10/01/2021,12/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,5.00,1871463506,AGAR HOLDINGS LLC -- 2243 W. 23RD SERIES,01/11/2022
3811264478,04/01/2017,06/30/2017,19001,SARA,,BARNES,0.00,75.00,0.00,0.00,75.00,75.00,2166940734,MARC HORWITZ C/O DLA PIPER LLC,07/20/2017
175063562,01/01/2023,03/31/2023,10921,WILLIAM,,O'DONAGHUE,0.00,0.00,0.00,0.00,0.00,75.00,587405574,"ROUNDY'S SUPERMARKET, INC.",01/17/2024
1152456850,01/01/2021,03/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,122.04,0.00,122.04,724722630,"PARADISE 1, LLC",01/11/2022
3903221799,01/01/2015,03/31/2015,3857,ROBERT,J,REPEL,0.00,0.00,169.55,0.00,0.00,169.55,1752576131,BRADFORD AIRPORT LOGISTICS,04/12/2015
2643334047,01/01/2017,03/31/2017,8201,DAVID,,SCHROCK,0.00,0.00,235.06,0.00,0.00,235.06,4147558304,JANUS CAPITAL MANAGEMENT LLC,04/11/2017
568444404,01/01/2014,03/31/2014,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,250.00,2852493265,A SAFE HAVEN FOUNDATION,01/12/2015
2369629358,10/01/2015,12/31/2015,8301,JAMES,L,OAKLEY,0.00,0.00,0.00,0.00,0.00,75.00,3040050462,"POONJA, ALI & FAISAL",01/19/2016
4288452431,10/01/2021,12/31/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,363.60,0.00,450.87,3218330687,ADA LI AND MARK CIRA,01/11/2022
1090859740,10/01/2017,12/31/2017,12361,ROBERT,,KELLMAN,0.00,0.00,38.17,0.00,0.00,38.17,1735792281,"UBER TECHNOLOGIES, INC.",01/22/2018
3952049340,07/01/2015,09/30/2015,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,300.00,0.00,300.00,2748181048,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO,09/30/2015
3811264478,04/01/2017,06/30/2017,19002,NICK,,FTIKAS,0.00,75.00,0.00,0.00,75.00,75.00,4257594064,3620 CORTLAND LLC C/O BART PRZYJEMSKI,07/20/2017
3092318093,01/01/2017,03/31/2017,3851,TIMOTHY,A,TAYLOR,0.00,0.00,0.00,300.00,0.00,300.00,2748181048,ELECTRICAL CONTRACTORS' ASSOCIATION OF CITY OF CHICAGO,04/01/2017
2515718877,07/01/2014,09/30/2014,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,4418.36,3506719514,SWEDISH COVENANT HOSPITAL,10/15/2014
3790537218,01/01/2019,03/31/2019,4825,JEFFREY,,SCRUGGS,0.00,0.00,470.34,0.00,0.00,470.34,3822216899,GOLDMAN SACHS & CO. LLC,04/17/2019
2003439880,04/01/2019,06/30/2019,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,07/02/2019
2800386195,07/01/2017,09/30/2017,14641,AMY,,DEGNAN,0.00,0.00,0.00,0.00,0.00,75.00,2350311994,DOMINIC MURRAY,10/11/2017
4221387327,04/01/2021,06/30/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,0.00,0.00,129.10,1714580523,SALVADOR AND MARGARITE LEONAS,01/11/2022
1376094876,01/01/2018,03/31/2018,3752,MITCHELL,A,CARREL,0.00,0.00,30.00,0.00,0.00,50.00,534590604,MERIDIAN REALTY ADVISORS,12/04/2018
3766471373,01/01/2018,03/31/2018,11701,MICHAEL,,SYNOWIECKI,0.00,0.00,0.00,0.00,0.00,75.00,2487813668,WELLS FARGO & COMPANY,01/10/2019
3641893992,04/01/2018,06/30/2018,5127,PAT,,DOERR,200.00,100.00,150.00,75.00,100.00,625.00,841403895,HOSPITALITY BUSINESS ASSOC OF CHICAGO,07/19/2018
1168634524,07/01/2019,09/30/2019,24224,ADAM,,PETER,0.00,0.00,92.00,0.00,0.00,92.00,872878599,"AUTODESK, INC.",10/22/2019
3745725214,07/01/2018,09/30/2018,4333,CLINT,V,BROWN,0.00,130.00,0.00,0.00,130.00,130.00,2763434576,LOCAL 881UNITED FOOD AND COMMERCIAL WORKERS,10/04/2018
1083504717,10/01/2014,12/31/2014,7003,KEN,,DUNKIN,0.00,200.00,500.00,0.00,200.00,700.00,3709197333,SR HAC,01/30/2015
1869880430,10/01/2015,12/31/2015,4330,MARINA,Y,FAZ-HUPPERT,0.00,0.00,35.00,0.00,0.00,35.00,3538227539,LOCAL 881 UNITED FOOD AND COMMERCIAL WORKERS,12/07/2015
196671874,04/01/2015,06/30/2015,4202,KATRIINA,,MCGUIRE,0.00,0.00,0.00,0.00,0.00,75.00,3955935791,JAB MERGER LLC,12/10/2015
3809089921,04/01/2014,06/30/2014,3825,MIGUEL,A,SANTIAGO,0.00,500.00,0.00,0.00,500.00,1000.00,119157980,ALTRIA CLIENT SERVICES INC.,07/09/2014
3551969926,01/01/2019,03/31/2019,12901,HOLLY,,COOPER,0.00,0.00,239.34,0.00,0.00,239.34,413645007,CONDUENT INCORPORATED,10/15/2019
3269256694,01/01/2016,03/31/2016,3836,JOHN,A,DOERRER,0.00,74.00,0.00,0.00,74.00,74.00,3208038596,IPT LLC,04/01/2016
3947724429,04/01/2018,06/30/2018,3752,MITCHELL,A,CARREL,0.00,0.00,70.00,0.00,0.00,70.00,534590604,MERIDIAN REALTY ADVISORS,12/04/2018
3176689971,01/01/2019,03/31/2019,13621,ARTHUR,,WILHELMI,0.00,0.00,0.00,0.00,0.00,250.00,1188783448,ILLINOIS HOSPITAL ASSOCIATION,04/11/2019
2077476455,07/01/2021,09/30/2021,13202,TYLER,,MANIC,0.00,261.43,0.00,0.00,261.43,261.43,2103039084,BENEDICTINE SISTERS OF CHICAGO,01/11/2022
2858577892,07/01/2023,09/30/2023,24063,ALEXANDRA,,SIMS-JONES,6000.00,0.00,0.00,0.00,0.00,6000.00,331023048,SIGNATURE FLIGHT SUPPORT INT,01/24/2024
1066425893,10/01/2018,12/31/2018,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,97.50,351286532,VAPOR TECHNOLOGY ASSOCIATION,01/11/2019
2964852218,01/01/2016,03/31/2016,14182,MEGAN,E,MCLEESE,0.00,0.00,73.90,0.00,0.00,73.90,2789498003,NORTHLEAF CAPITAL PARTNERS (CANADA) LTD,04/07/2016
1149665617,07/01/2019,09/30/2019,17541,JEANNETTE,,RODRIGUEZ,0.00,0.00,509.04,0.00,0.00,509.04,2315485439,"NIKE, INC",10/21/2019
2783853313,07/01/2021,09/30/2021,13202,TYLER,,MANIC,0.00,0.00,0.00,245.70,0.00,276.49,3892475934,HONORE PROPERTIES LLC,01/11/2022
3432945199,10/01/2015,12/31/2015,4154,DENNIS,,O'SULLIVAN,0.00,0.00,0.00,0.00,0.00,250.00,385079875,METROPOLITAN CHICAGO HEALTHCARE COUNCIL,01/07/2016
1828217293,01/01/2019,03/31/2019,10821,JAMES,R,WATSON,0.00,250.00,1000.00,0.00,250.00,3750.00,2781429364,AMERICAN PETROLEUM INSTITUTE,04/01/2019
465871113,01/01/2017,03/31/2017,4683,LAURIE,T,JONES,0.00,0.00,626.00,0.00,0.00,626.00,2375936630,TARGET CORPORATION,04/12/2017
4131476848,04/01/2017,06/30/2017,5361,JAY,,BEASLEY,0.00,0.00,1310.88,0.00,0.00,1310.88,1656644392,"EXELON GENERATION COMPANY, LLC",07/17/2017
3945109846,10/01/2023,12/31/2023,4055,ANN,T,MORONEY,0.00,0.00,0.00,0.00,0.00,2005.88,1044516389,CHICAGO PUBLIC SCHOOLS,01/18/2024
224878465,10/01/2017,12/31/2017,3992,VIRGINIA,,PACE,0.00,0.00,0.00,0.00,0.00,200.00,2037841613,CONCORD SHERIDAN LP,01/18/2018
2471235278,04/01/2014,06/30/2014,7381,ALLEN,,SHUTT,0.00,0.00,306.38,0.00,0.00,306.38,4117277579,"XEROX BUSINESS SERVICES, LLC",07/16/2014
2809739267,04/01/2017,06/30/2017,3782,MARA,S,GEORGES,0.00,0.00,0.00,0.00,0.00,130.00,3460524649,CENTERPOINT PROPERTIES TRUST,01/08/2018
1101048845,04/01/2014,06/30/2014,10222,MARILYN,,BUSH,0.00,0.00,1100.74,0.00,0.00,1100.74,1497249256,BANK OF AMERICA NA,07/10/2014
661241699,04/01/2014,06/30/2014,3951,PAUL,A,KOLPAK,0.00,0.00,0.00,0.00,0.00,352.52,4082529701,"DOYLE, THOMAS (123RD PL)",07/18/2014
